gene,FPKM.refGTF_NoRad_CD24Pos_1,FPKM.refGTF_NoRad_CD24Pos_2,FPKM.refGTF_Rad_CD24Neg_3,FPKM.refGTF_Rad_CD24Neg_1,FPKM.refGTF_Rad_CD24Neg_2,FPKM.refGTF_Rad_CD24Pos_1,FPKM.refGTF_Rad_CD24Pos_2,FPKM.refGTF_Rad_CD24Pos_3
Gps2,5.652895,10.806681,18.393457,18.063526,16.180195,9.14369,12.597935,11.717646
Gpsm1,0.295906138,0.533389275,0.795822787,0.344941388,0.358001338,0.409786206,0.567478497,0.507767155
Gpsm2,7.774922,12.082854,23.23068,28.056019,23.90696,11.400173,13.144128,14.549902
Gpsm3,0.082304,0.126864,0.026704,0.035709,0,0.122636,0.11563,0.103775
Gpt,2.839216,15.440267,157.095444,109.752769,141.947586,6.077533,6.51841,6.0542
Gpt2,12.433658,8.218938,1.834909,3.118654,1.928414,8.810102,6.98238,6.420007
Gpx1,44.710968,59.144207,302.100128,431.10437,428.945557,92.981018,94.774574,79.055832
Gpx2,95.874138,317.647522,954.305908,468.488464,460.441467,303.576324,361.54248,980.875427
Gpx2-ps1,1.702954,5.440688,18.029203,8.7323,7.708116,4.237758,6.573802,12.916643
Gpx3,4.215282,3.930485,47.220966,9.293716,15.600475,3.956102,13.791692,24.820181
Gpx4,15.36913055,36.32074055,249.4651658,178.9348152,246.4054046,27.46166306,32.40573594,36.42905733
Gpx5,0,0,0.029095,0.058298,0.017497,0,0,0
Gpx6,0,0,0,0.037876,0,0,0,0
Gpx7,0.373981,0.356604,0.883765,0.334479,0.310378,0.480576,0.593571,0.609533
Gpx8,0,0,0,0,0,0.025117,0,0
Gramd1a,3.141569,6.457432,1.192202,0.585043,0.523833,5.20629,7.341224,7.06747
Gramd1b,0.968487,2.281933,16.452225,8.535606,5.645334,1.701813,2.346645,2.121048
Gramd1c,1.509771613,2.610168158,12.05217337,7.663545368,6.231791686,2.218745745,2.314892354,2.367733819
Gramd2,0.429184,1.362979,6.49468,5.27055,3.423594,0.836383,0.863207,1.252704
Gramd3,13.487983,19.89694,54.619038,39.372074,43.003036,14.733742,14.796216,17.08877
Gramd4,4.471239133,7.001143401,8.20015955,11.62968341,9.415052047,6.313762631,7.510907599,5.633842165
Grap,0.075912,0.11685,0.123603,0,0.062863,0.063208,0.235301,0.092514
Grap2,0.082626713,0.09364101,0.085993545,0.099192972,0.058602958,0.107331,0.071099987,0.083616499
Grasp,0.342473,0.689671,0.852299,1.25858,0.67892,0.704072,0.778476,0.902315
Grb10,0.680720914,0.643373717,0.046219904,0.108757396,0.016687737,0.627130947,0.389549011,0.38275361
Grb14,0.197604,0.286732,0.961283,0.872505,0.694332,0.439696,0.577307,0.495541
Grb2,8.261695,14.132367,31.742584,30.916197,29.612408,13.611786,15.3433,15.470196
Grb7,15.76825,21.519804,27.079935,32.250702,38.704525,24.774853,29.065468,25.495329
Grcc10,12.972456,18.188931,25.870047,46.6805,45.552864,21.195629,23.15321,19.39278
Greb1,2.1198421,1.885796434,0.389038205,0.680765114,0.391932373,1.815228,2.294157,1.465676
Greb1l,0.116182,0.189878,0.214407,0.125514,0.154022,0.215889,0.250069,0.199855
Grem1,0,0,0,0,0,0,0,0
Grem2,0,0,0.01274,0,0,0,0,0
Grhl1,0.235220784,0.672892208,0.377468713,0.277431158,0.207131949,0.521078298,0.544784485,0.579351505
Grhl2,3.425775,4.828197,2.55881,4.972035,3.105696,5.611359,5.830216,5.877344
Grhl3,0.010487,0.042349,0.285161,0.068801,0.030974,0.223894,0.119375,0.309905
Grhpr,8.510308,11.966673,28.98806,20.53289,24.149353,10.104093,12.135723,12.07547
Gria1,0,0,0,0,0,0,0,0
Gria2,0,0,0,0,0.005469975,0,0,0
Gria3,0,0,0.341478606,0.020041483,0.010784659,0,0.0353837,0.159573434
Gria4,0,0,0,0,0,0,0,0
Grid1,0.015652,0,0.745507,0.048642,0.188185,0.014791,0.130365,0.252505
Grid2,0,0,0,0,0,0,0.005596,0
Grid2ip,0.033771733,0.042751598,0.03487516,0.011571916,0,0,0.037654687,0.017522706
Grifin,0,0,0,0,0,0,0,0
Grik1,0,0,0,0,0,0,0,0
Grik2,0,0,0.004929,0,0,0,0,0
Grik3,0.00252,0.002666,0.013526,0.016253,0.019384,0.002867,0.005297,0.005579
Grik4,0.022275,0,1.0006,0.058298,0.247106,0.061996,0.319101,0.342996
Grik5,0.35929,0.652991,0.583499,0.291009,0.25799,0.482192,0.653263,0.557082
Grin1,0.087850575,0.082949236,0.107631382,0.135422054,0.042896824,0.049230226,0.101716843,0.108492775
Grin1os,0.604322,1.219878,0.560592,1.256412,0.677197,1.079046,1.168336,0.981645
Grin2a,0,0,0.015897,0.005314,0,0,0,0
Grin2b,0,0,0.009557,0,0,0,0,0
Grin2c,0,0,0.042797,0.009765,0.023369,0.007614,0.0144,0.027698
Grin2d,0.064017,0.134927,0.589595,0.902969,0.885607,0.142192,0.15293,0.094924
Grin3a,0.002871,0.013634,0,0.002808,0,0.01646,0.015256,0.012732
Grin3b,0.019925,0.012631,0.235622,0.198037,0.199033,0.014687,0.085111,0.058088
Grina,9.238152,17.604277,85.844315,51.120445,53.777908,11.607931,12.979618,15.213499
Grip1,0.034552423,0.038314986,0.029829383,0.018665389,0.006462181,0.013908088,0.034753907,0.038113845
Grip1os2,0,0,0,0,0,0,0,0
Grip2,0.012969,0.01827,0.053543,0.201923,0.248239,0.009826,0.018335,0.004796
Gripap1,2.497980964,5.338800852,11.10878093,9.280759858,6.662267364,4.380764406,5.163159186,5.297638702
Grk1,0.150494,0.195912,0.355945,0.365309,0.398885,0.23486,0.271664,0.227146
Grk4,0.189173866,0.176307736,0.219600939,0.338621252,0.236944293,0.34405729,0.296559922,0.235922218
Grk5,0.551812,0.912322,6.333802,1.725971,1.935123,0.845124,1.165667,1.480358
Grk6,6.290769201,10.91065185,14.63479423,17.85000843,13.64311498,10.32750906,12.29625817,14.10415131
Grm1,0,0,0.016728,0.010291,0.012861,0.003849,0.003384,0.012414
Grm2,0,0.014143,0,0.014389,0,0.053369,0,0.011162
Grm3,0,0,0,0,0,0,0,0
Grm4,0.270507459,0.463223512,1.441430184,0.77223849,0.947686511,0.554792734,1.108538891,0.415029318
Grm5,0,0,0,0,0,0,0,0
Grm6,0,0,0,0,0,0,0,0
Grm7,0,0,0,0,0,0,0,0
Grm8,0,0,0,0,0.003926,0,0,0
Grn,12.533803,18.114965,38.581638,40.399513,35.111622,21.146263,24.352489,21.567877
Grp,0,0,0,0,0,0,0,0
Grpel1,6.511862,12.759883,24.430168,25.632164,26.708588,11.312676,13.121791,15.558426
Grpel2,14.180933,17.226089,12.0588,9.675509,8.139015,16.843555,16.966362,17.855358
Grpr,0.767917,0.687959,0.047652,0.171168,0.063262,0.648731,0.713474,0.518158
Grrp1,0,0,0.01933,0,0,0,0,0
Grsf1,13.58512857,11.08283432,20.38045076,26.77882566,25.70796993,20.00768435,19.95060725,23.31277236
Grtp1,11.104033,12.759023,39.02282,38.609573,34.054066,17.88903,18.671703,18.569218
Grwd1,2.989294,8.163865,4.272048,7.62358,5.947492,6.816064,8.415787,9.800196
Grxcr1,0,0,0,0,0,0,0,0
Grxcr2,0,0,0,0,0,0,0,0
Gsap,0.818636,1.104535,0.170052,0.183133,0.147805,0.838465,0.992906,0.645983
Gsc,0,0,0,0,0,0,0,0
Gsc2,0,0,0,0,0,0,0,0
Gsdma,0.430919,0.710297,2.676218,0.272336,0.641142,0.190309,1.174858,3.595396
Gsdma2,1.346479,1.303787,0.395252,1.069238,0.524536,2.174612,6.713945,3.940537
Gsdma3,0,0,0,0,0,0,0,0
Gsdmc,0.105573,0,1.092899,1.093506,0.582242,0,0.073414,0.092607
Gsdmc2,2.603996889,0.332808643,37.18198554,29.39621757,15.79917136,2.199984574,1.699668757,3.728300136
Gsdmc3,1.366036,0.024467,13.835946,13.480328,7.502511,1.049393,0.857037,1.487302
Gsdmc4,6.33462,0.654787,71.723274,75.929634,51.889084,6.29202,4.839407,6.140412
Gsdmcl-ps,0,0,0.147688,0.024848,0.041426,0,0,0.038594
Gsdmcl1,0,0,0,0,0,0,0,0
Gsdmcl2,0,0,0,0,0,0,0,0
Gsdmd,3.59849,23.086836,261.266022,155.893646,210.772964,11.443009,12.964684,14.855696
Gse1,4.411903512,5.399215906,8.125691873,8.455829257,5.72590356,4.786575754,5.977838356,4.902856789
Gsg1,0,0,0,0,0,0,0,0
Gsg1l,0,0,0,0,0,0,0,0
Gsg2,1.071189,1.70645,2.67544,3.959209,2.92268,2.208017,2.412752,2.562047
Gsk3a,8.360471,15.15752,52.311436,39.330078,37.312897,13.183064,15.859883,16.451511
Gsk3b,3.778869,5.20499,9.550681,10.892239,9.148562,5.606783,5.853882,5.329016
Gskip,2.866701,4.557472,16.391874,12.926257,13.861915,4.75197,4.532578,4.873279
Gsn,1.782671658,6.8337316,75.158576,33.64305935,24.24462628,4.897677009,5.421778153,10.67754051
Gspt1,9.905953703,19.30824707,20.93879071,23.82698624,21.59109717,15.78168637,18.69279234,22.15229597
Gspt2,0.079973,0.117614,0.182449,0.146806,0.051905,0.106809,0.330367,0.391567
Gsr,10.391468,22.261236,132.292999,89.588226,81.78344,25.187757,30.384064,42.050934
Gss,8.461430612,16.6917624,99.04609832,60.95272094,66.24438753,20.19858402,22.21103711,31.39788629
Gsta1,4.021697,25.191631,599.144958,144.296387,263.812408,10.191257,9.252543,25.063316
Gsta2,1.078363,3.070733,84.055946,16.773283,17.682859,1.201489,0.628552,3.868856
Gsta3,1.065699804,0.910692879,27.41635987,6.973381245,8.612967115,1.710082242,1.027941736,9.24212955
Gsta4,3.891413,11.867329,311.777557,81.346848,117.16217,7.798136,7.071467,24.432512
Gstcd,1.499237,2.860465,2.465902,4.076046,3.69117,3.118055,3.323025,3.942467
Gstk1,4.683395,6.713115,73.408134,65.245415,76.303062,9.087197,9.252494,10.365139
Gstm1,12.970196,31.569708,120.116508,37.350346,36.371685,19.062553,21.339666,41.38871
Gstm2,21.413315,26.498093,28.772673,24.203001,26.333061,20.117811,22.967936,26.200819
Gstm3,11.26569,43.580116,208.162399,92.81398,103.516212,10.433502,10.433197,18.834044
Gstm4,2.306718711,3.72247092,23.15008606,10.49096944,10.63546692,2.967701605,3.48597901,4.063904528
Gstm5,20.971651,26.513821,26.031979,23.329819,25.520338,24.896049,29.324154,37.39555
Gstm6,2.022015,6.552149,49.258591,33.123672,39.363258,4.733137,4.464454,5.083543
Gstm7,2.640664,5.522391,24.236559,20.589888,20.0581,4.468841,5.282258,4.085114
Gsto1,44.098946,90.196304,715.905151,550.858398,599.867676,116.745224,111.564026,121.073616
Gsto2,0.111578436,0.117460298,0.3206209,0.111129082,0.143396471,0,0.132904046,0.093744684
Gstp1,45.348934,87.836761,357.474487,369.447815,478.857635,88.598236,128.373474,135.37674
Gstp2,19.280331,35.057079,181.430023,176.71106,216.989487,38.159878,51.93565,57.473427
Gstt1,9.802097,11.867883,181.547318,66.980034,107.149658,14.591722,29.339094,30.88187
Gstt2,8.450864,12.704679,31.504362,30.467453,35.864185,14.880594,18.639587,18.724977
Gstt3,14.562928,15.967762,46.708012,46.263317,47.05257,19.601572,21.438581,18.738531
Gstt4,0,0,0,0,0,0,0,0
Gstz1,7.331243051,12.1709474,25.09253968,27.04565025,28.96592309,11.81905961,15.12518039,13.27363536
Gsx1,0,0,0,0,0,0,0,0
Gsx2,0,0,0,0,0,0,0,0
Gt(ROSA)26Sor,9.201677416,18.49085958,37.0590405,33.24222134,32.54490011,17.00559377,15.3164099,21.8081782
Gtdc1,1.426449,3.146182,4.234238,3.199242,4.396256,3.159162,2.921456,1.793531
Gtf2a1,1.858753422,2.969228694,3.731091913,3.803169017,3.798227384,2.862520864,3.037758878,2.969831908
Gtf2a1l,0,0,0,0,0.017487,0,0,0
Gtf2a2,11.44068956,19.54005392,21.82391214,21.52754582,21.97427738,15.80500213,16.83043345,23.0810952
Gtf2b,15.444726,19.656639,35.022919,34.067654,31.976456,18.813099,19.006369,20.074635
Gtf2e1,1.985993,3.006084,4.665735,5.927999,4.329384,3.284841,3.121641,3.529802
Gtf2e2,4.902799923,7.901604292,13.95363113,14.23228761,13.1366187,8.670015165,9.379237183,11.07069019
Gtf2f1,7.00182,15.460406,51.778252,35.367825,32.746227,12.671032,16.527788,18.14053
Gtf2f2,4.844512,8.810107,22.183889,15.096246,15.955385,7.613429,10.135588,15.142173
Gtf2h1,6.331478043,9.868628729,20.64909015,19.40152287,20.27434936,9.855800475,9.911989893,11.47614802
Gtf2h2,2.106813,4.091604,8.255222,8.444744,8.466941,4.146113,4.29935,6.933789
Gtf2h3,3.717215,5.806996,6.794396,10.235132,10.156572,6.927239,8.226371,8.282504
Gtf2h4,2.366918,4.549608,6.336332,9.63723,8.817944,4.869755,6.038496,6.019424
Gtf2h5,7.212196,12.431802,23.852282,24.430609,26.079849,11.995337,13.54366,16.614079
Gtf2i,14.06335335,17.15305893,10.93049193,18.58237688,14.46273857,20.43452854,22.36601976,19.3363842
Gtf2ird1,4.435127116,7.576788734,13.31311153,16.51455595,12.2139163,7.946426918,8.338613308,7.98674868
Gtf2ird2,0.964593,1.769916,0.961134,2.50754,1.660106,1.63443,2.04392,1.7935
Gtf3a,6.278055,7.570893,9.465718,14.674216,13.509179,7.514061,9.172034,9.986844
Gtf3c1,3.500263,6.453187,16.277504,15.411893,13.254791,6.6,7.495535,7.796759
Gtf3c2,5.794709,11.087446,15.41848,17.680986,12.969913,9.980194,10.82646,11.474916
Gtf3c3,2.356585,3.599945,6.248404,7.350674,7.187859,3.843431,4.69469,4.201533
Gtf3c4,2.195280484,3.203465582,3.401179221,6.192624265,5.041036741,4.118706754,3.856238174,3.593390562
Gtf3c5,3.56346555,5.627680078,6.37354679,8.432955708,6.482635768,5.407519217,6.760081518,6.368315802
Gtf3c6,7.356751,13.151837,18.561317,21.898319,21.602594,12.035431,14.853931,15.850504
Gtl3,9.393342,11.11854,13.345274,16.651138,15.9969,11.930202,14.481011,14.199033
Gtpbp1,9.775956,14.098784,9.973646,13.278526,11.07374,13.961576,15.506395,15.344275
Gtpbp10,3.231195,6.058682,4.692089,8.397887,8.194016,5.295702,6.055653,6.423667
Gtpbp2,4.619502,9.456411,34.38291785,18.97321005,15.49021355,7.083261886,8.47167978,9.046014607
Gtpbp3,1.15755,2.252714,3.262886,4.870857,3.897603,2.158062,3.073627,2.735753
Gtpbp4,7.402743,15.27153,12.881713,18.813232,14.265677,15.592133,13.941616,19.162836
Gtpbp6,1.1293,3.029603,5.256227,5.463147,5.034853,2.621168,3.407646,2.934626
Gtpbp8,3.087090904,5.172516044,6.110006506,7.500175561,7.074250274,5.718955693,5.804068657,5.031139777
Gtse1,1.035357603,1.911713754,3.677804081,4.009259334,2.547492488,2.402160092,3.151901534,4.534886658
Gtsf1,0,0,0,0,0,0,0,0
Gtsf1l,0,0,0,0,0,0,0,0
Guca1a,0.073551,0.166424,0.674658,0.63788,0.945284,0.472516,0.281272,0.235732
Guca1b,0,0,0,0,0,0,0,0
Guca2a,645.592529,761.700684,411.624481,420.743469,298.129303,525.177673,692.478333,706.911621
Guca2b,379.020477,412.19696,881.298706,580.598022,699.219238,302.811127,447.335052,339.432037
Gucd1,8.883456,15.158244,61.609394,61.767723,67.026649,15.784457,15.789587,13.365073
Gucy1a2,0,0.001717,0,0,0,0,0.00339,0.001797
Gucy1a3,0,0.004997,0.005092,0,0,0,0.005082,0
Gucy1b2,0,0,0,0,0,0,0,0
Gucy1b3,0,0,0,0,0,0,0,0
Gucy2c,27.35771248,47.82522613,97.75748143,105.2554143,95.58726559,40.17598177,48.05038054,45.25788574
Gucy2d,0,0,0.006566,0,0,0,0,0
Gucy2e,0,0,0,0,0,0,0,0
Gucy2f,0,0,0,0,0,0,0,0
Gucy2g,0,0,0.006175,0,0,0,0,0
Guf1,1.625323,3.203957,4.044121,4.777608,4.607827,3.160499,3.320889,3.530122
Guk1,23.76607141,41.41755584,102.8993798,69.31044144,77.92564096,34.36125376,38.94318009,42.40225933
Gulo,0.249248,0.020811,1.259782,0.105378,0.119629,0.245572,0.181364,0.359008
Gulp1,0,0,0,0,0,0,0,0
Gusb,6.02136,10.394724,34.164845,19.328629,20.214256,10.18874,14.208293,18.501324
Gvin1,3.855760682,0.890740105,2.189565369,0.675895373,7.413103457,8.317019701,10.07407611,1.3338435
Gxylt1,3.323618,4.407119,4.020915,4.70479,3.79044,4.374218,4.286688,4.438349
Gxylt2,0.072978,0,0.157208,0.03905,0,0.048271,0.081526,0.110934
Gyg,3.53231,5.398239,8.587487,9.386045,10.708601,5.940351,7.505085,8.559569
Gyk,1.794503686,8.919762863,76.54093507,41.30888423,47.82394228,2.870214039,2.48376995,3.404915906
Gykl1,0,0,0,0,0,0,0,0
Gyltl1b,2.9851987,5.567839893,2.395534414,3.452517734,2.530650495,4.339947623,5.196131589,4.407065149
Gypa,0,0,0.097888,0,0,0,0,0
Gypc,0,0,0,0,0,0.069557,0,0.033838
Gys1,1.488397,2.688953,6.820873,5.284714,4.462732,2.506268,3.283251,2.940157
Gys2,0,0,0,0,0,0.009604,0.008785,0
Gzf1,3.55209,4.464767,6.39888,7.507416,6.684695,4.884085,5.071362,4.84897
Gzma,1.489851,1.852908,1.246083,8.736261,3.511805,3.104249,0.744517,1.239261
Gzmb,0.163887,0.448416,0.312069,1.809038,1.064806,0.696223,0.124614,0.104285
Gzmc,0,0,0,0,0,0,0,0
Gzmd,0,0,0,0,0,0,0,0
Gzme,0,0,0,0,0,0,0,0
Gzmf,0,0,0,0,0,0,0,0
Gzmg,0,0,0,0,0,0,0,0
Gzmk,0,0,0,0,0,0,0,0
Gzmm,0.083567,0.160653,0.177331,0.302392,0.36361,0.11048,0.288732,0.172241
Gzmn,0,0,0,0,0,0,0,0
H13,8.171496491,12.07966469,11.13368796,10.56019704,9.54361805,10.29483927,12.69963712,11.47245715
H19,0,0,0.091469,0,0,0,0.008985,0.102345
H1f0,60.242203,71.878952,92.179657,128.709915,117.517799,71.571358,87.971886,70.543831
H1fnt,0,0.017774,0,0,0,0,0.008918,0
H1foo,0,0,0,0,0,0,0,0
H1fx,0.083376,0.19842,0.077952,0.022579,0.148326,0.119673,0.233111,0.406989
H2-Aa,0.846398,3.47202,1.231236,22.136078,4.076511,17.471426,3.802144,2.484165
H2-Ab1,2.01464,4.232798,3.510016,30.316265,6.772669,19.537899,5.248356,3.53221
H2-Bl,6.356894,31.351124,463.47168,257.77121,362.438568,11.45186,14.20771,14.850442
H2-D1,50.419266,123.449036,632.431458,348.31543,447.188599,93.822639,118.856071,118.232254
H2-DMa,0.434222,1.146652,0.696649,7.656172,2.86672,3.694194,2.301847,1.152806
H2-DMb1,0.331524,0.61443,0.380818,6.310316,1.733512,3.806429,1.491069,0.752438
H2-DMb2,0,0.107711,0,0,0,0,0,0
H2-Ea-ps,0,0,0,0,0,0,0,0
H2-Eb1,0.616166,1.906573,1.35903,12.434531,2.348711,11.781089,3.042965,1.9783
H2-Eb2,0.013185,0,0,0,0,0,0,0
H2-K1,85.78466,175.083939,795.762695,499.559509,629.161926,156.000626,180.438797,162.081757
H2-K2,1.142766,2.674826,14.117672,11.202327,13.586166,1.485613,2.233391,1.583579
H2-Ke2,14.30375333,24.80969781,43.33637664,50.70989463,52.70034805,22.44686373,30.01331545,29.30430194
H2-Ke6,7.191793,12.001141,11.718254,17.65892,18.218147,10.801016,12.508431,10.873475
H2-L,0.631109,1.554945,5.836603,3.14282,4.479095,1.021156,1.71131,0.948709
H2-M1,0,0,0,0,0,0,0,0
H2-M10.1,0,0,0,0,0,0,0,0
H2-M10.2,0,0,0,0,0,0,0,0
H2-M10.3,0,0,0,0,0,0,0,0
H2-M10.4,0,0,0,0,0,0,0,0
H2-M10.5,0,0,0,0,0,0,0,0
H2-M10.6,0,0,0,0,0,0,0,0
H2-M11,0,0,0,0,0,0,0,0
H2-M2,0,0,0.301913,0.049841,0.114282,0.033402,0,0.080392
H2-M3,0.712412,1.762095,0.861446,1.39179,0.762817,1.28869,1.00541,1.334537
H2-M5,0,0,0,0,0,0,0,0
H2-M9,0,0,0,0,0,0,0,0
H2-Oa,0.020962,0.02232,0.023726,0,0,0,0,0
H2-Ob,0,0.026307,0,0,0,0,0,0
H2-Q1,6.710981,18.58474,171.108917,103.71859,169.691833,10.009014,10.788041,9.918724
H2-Q10,0.416613,1.084565,12.391418,4.82803,7.731001,0.404934,1.110156,1.507325
H2-Q2,16.281176,37.81459,291.437012,222.95192,326.508423,20.97909,25.715246,19.461996
H2-Q4,4.105819,12.511469,46.081535,35.176575,41.58559,9.501158,12.241177,10.417383
H2-Q5,0.321145,1.008842,3.744114,2.854347,2.89908,0.693312,0.865819,0.526586
H2-Q6,0,0,1.439472,3.921518,0,0,1.190993,0.643418
H2-Q7,0.378251887,0.441470543,2.18528541,0.498091184,2.023771896,1.21618248,1.616742688,1.677906674
H2-Q8,0.519941,1.623803,0.035538,1.148488,0.741335,1.123937,0.29212,0.306005
H2-Q9,0.699762,1.743597,2.030502,1.005103,0.608868,1.275047,1.257535,0.231868
H2-T10,1.989598026,2.850769093,2.992630867,3.001449698,3.056317524,2.464184665,2.612973554,1.696914262
H2-T22,1.025158,1.773911,2.193946,2.881122,4.459223,1.320584,2.223363,1.684304
H2-T23,19.268175,58.716351,150.825027,118.315384,156.948135,34.134747,37.04932,34.043793
H2-T24,1.31577,6.507074,3.469983,2.744182,4.136323,1.317445,2.017718,1.962934
H2-T3,1.630775,5.678222,25.835674,37.744759,42.437508,3.607976,3.127523,1.002428
H2-T9,12.629895,21.312134,31.512543,22.623871,26.643074,14.795688,15.424637,14.633763
H2afb1,0,0,0,0,0,0,0,0
H2afb2,0,0,0,0,0,0,0,0
H2afb3,0,0,0,0,0,0,0,0
H2afj,3.332184,5.002462,6.22298,11.130457,11.026964,5.684102,9.443972,5.435683
H2afv,15.851345,19.450405,30.819275,70.295761,68.329475,27.444933,28.982389,22.276037
H2afx,4.693038,10.688147,5.8632,16.95256,15.498368,9.04705,12.771729,9.847362
H2afy,18.20929483,30.37356631,41.55277389,54.29983806,51.52549778,30.61548747,38.05500687,37.925345
H2afy2,0.180062,0.314862,0.756684,0.193319,0.42479,0.203666,0.340289,0.400677
H2afy3,0.01166,0.003043,0,0,0,0.03971,0.055369,0.012993
H2afz,88.273773,157.66069,165.551605,226.966965,243.15773,144.845261,193.822845,233.655609
H2bfm,0,0,0,0,0,0,0,0
H3f3a,143.581406,215.719788,374.025269,501.923309,589.624817,254.758698,271.291077,285.3508
H3f3b,83.734749,146.612244,191.41095,266.607391,247.173706,138.339172,155.643219,150.867798
H60b,0,0,0,0,0,0,0,0
H60c,0,0.016678,0.008525,0,0,0,0,0
H6pd,1.668356558,2.728162036,7.378582909,5.036284054,4.753431926,2.836976253,3.058715537,3.207469667
Haao,0,0,0.099516,0,0,0,0,0
Habp2,142.159988,178.789368,3.047791,14.211923,6.061241,139.099457,184.238144,161.375229
Habp4,1.948941,2.708869,5.198003,4.856429,4.277953,3.391946,3.114292,3.470747
Hace1,1.801581,2.083411,5.898243,5.76731,5.944165,2.535521,2.237839,2.107057
Hacl1,0.959995,0.936677,4.652232,2.820639,3.807546,1.150927,0.989306,1.130718
Hadh,39.767189,71.304695,296.83902,461.743896,522.963623,73.386276,70.732903,51.531921
Hadha,15.916018,33.604744,142.690018,128.565857,135.323776,29.96051,29.366068,30.390715
Hadhb,31.38662918,57.48138105,180.8594246,188.906258,195.3921595,53.15196137,49.15636368,51.93567983
Hagh,6.163402634,13.84820153,38.90241216,30.31603831,37.63827077,8.963609516,9.333834383,9.943739146
Haghl,0.890601925,2.083038835,3.064401072,2.139002771,2.000640305,1.323776078,1.839040924,2.501821081
Hal,0,0,0.127499,0.08166,0.19277,0,0,0
Hamp,0,0,0,0,0,0,0,0
Hamp2,0,0.865585,0,0,0,0,0.107889,0
Hand1,0,0,0,0,0,0,0,0
Hand2,0,0,0,0.008511,0,0,0,0
Hao1,0,0,0,0,0.014141,0,0,0.012157
Hao2,0,0,0.273182,0.361859,0.230772,0.049496,0.045873,0
Hap1,0.370795218,1.355067157,3.062473306,0.395697662,0.643721391,0.580203232,1.022904528,1.726006098
Hapln1,0,0,0,0,0,0,0,0
Hapln2,0,0,0,0,0,0,0,0
Hapln3,0,0,0.025027,0.016733,0,0,0,0
Hapln4,1.077672,4.043265,0.349727,0.405765,0.22078,2.338398,1.700532,1.145
Harbi1,3.410733,4.423997,3.182539,4.306712,4.072387,4.837079,4.644609,4.936618
Hars,11.263386,23.561039,25.039648,23.992218,24.028278,14.913201,21.532835,23.101427
Hars2,3.117375,5.012095,7.894611,10.960605,10.029748,4.917288,5.524701,5.352069
Has1,0,0,0,0,0,0,0,0
Has2,0,0,0,0,0,0,0,0
Has2os,0,0,0,0,0,0,0,0
Has3,0.045031,0.015894,0.034232,0.032207,0.026426,0.040837,0.019924,0.035223
Hat1,5.434061,15.300227,9.331765,16.724852,16.924183,13.488855,15.820507,21.615717
Haus1,2.645471,5.903116,3.48327,5.046062,5.804525,4.197258,5.758531,8.449756
Haus2,1.899440404,3.822974212,4.980868344,6.698153244,6.745976237,3.635725778,3.621518492,4.146905523
Haus3,1.246888,2.418199,2.230545,3.177326,3.40195,2.177755,2.701675,3.681015
Haus4,2.910519,6.567481,4.195369,7.906251,6.50611,5.112348,8.092311,9.355798
Haus5,1.228146,2.733941,2.042316,3.065085,2.630683,2.173395,2.944539,3.780405
Haus6,0.882918,1.575114,0.986319,1.855555,1.501191,1.652231,1.910562,2.206654
Haus7,3.60855389,6.668113426,11.85424416,10.2964932,9.126681244,4.749634363,7.353330141,8.638614569
Haus8,1.413480037,3.241517587,3.017553574,5.398468001,3.689012037,3.545903323,4.347831322,4.673750975
Havcr1,0,0.022467996,0,0,0,0,0,0
Havcr2,0,0.016963,0.032305,0.026176,0,0,0,0
Hax1,15.02750879,23.47808185,31.99457398,32.77563012,31.835133,21.40427265,23.31686,24.51864171
Hba-a1,0,0,0,0,0,0,0,0
Hba-a2,0.629744,14.9951815,0.1380635,0,0,0,0,0
Hba-x,0,0,0,0,0,0,0,0
Hbb-b1,1.361312,23.991749,0,0,0,0,0,0
Hbb-b2,0.799654,13.825138,0,0,0,0,0,0
Hbb-bh1,0,0,0,0,0,0,0,0
Hbb-bh2,0,0,0,0,0,0,0,0
Hbb-bs,0,0,0,0,0,0,0,0
Hbb-bt,0,0,0,0,0,0,0,0
Hbb-y,0,0,0,0,0,0,0,0
Hbegf,0.330415,1.258798,12.629525,5.358962,4.921975,1.044313,0.984325,1.833985
Hbp1,9.976388984,11.51807208,18.51743193,18.08797605,23.24800062,11.57290592,14.19479937,13.14616749
Hbq1a,0,0,0,0,0,0,0,0
Hbq1b,0,0,0,0,0,0,0,0
Hbs1l,8.240637807,11.69575975,15.31190829,17.10620821,14.79706138,11.4543989,12.13205658,12.12978075
Hc,0,0.008624,0,0.004401,0,0,0,0
Hcar1,0.073857,0.050081,0.145339,0.028861,0.117884,0.030869,0.114393,0.172051
Hcar2,0.033882,0.011866,0.073922,0,0.051822,0.078211,0.084634,0.101768
Hccs,4.388201,7.66059,19.714102,17.617968,17.662889,6.361083,6.702208,8.197031
Hcfc1,5.426628,10.276202,9.942842,15.609276,10.750293,9.617858,12.034623,11.674911
Hcfc1r1,6.878288,9.900417,41.685745,34.535213,35.499226,10.446326,12.901672,10.132923
Hcfc2,6.104195,9.185445,4.861779,5.326983,4.216632,10.951077,8.832822,9.635839
Hck,6.557506,10.782731,0.130876,0.535697,0.287837,2.421087,3.9785,2.429316
Hcls1,0.049108,0.145145,0,0.047451,0.021468,0,0.046419,0
